0,6,         Agent
6,6,          NULL 
12,6,       Patient
18,6,         Agent
24,6,         Agent
30,4,          NULL 
34,6,       Patient
40,8,          NULL 
48,6,         Agent
54,10,          NULL 
64,6,         Agent
70,4,          NULL 
74,6,       Patient
80,6,         Agent
86,6,       Patient
92,6,          NULL 
98,6,         Agent
104,2,          NULL 
106,6,         Agent
112,6,          NULL 
118,6,         Agent
124,6,          NULL 
130,6,         Agent
136,6,         Agent
142,6,         Agent
148,14,          NULL 
162,6,         Agent
168,8,          NULL 
176,6,         Agent
182,10,          NULL 
192,6,       Patient
198,2,          NULL 
200,6,       Patient
206,6,       Patient
212,12,          NULL 
224,6,         Agent
230,6,          NULL 
236,6,         Agent
242,6,       Patient
248,6,          NULL 
254,6,       Patient
260,8,          NULL 
268,6,       Patient
274,6,          NULL 
280,6,         Agent
286,14,          NULL 
300,6,         Agent
306,6,          NULL 
312,6,         Agent
318,6,          NULL 
324,6,         Agent
330,12,          NULL 
342,6,         Agent
348,6,          NULL 
354,6,         Agent
360,2,          NULL 
362,6,         Agent
368,2,          NULL 
370,6,       Patient
376,12,          NULL 
388,6,       Patient
394,8,          NULL 
402,6,       Patient
408,6,       Patient
414,6,       Patient
420,12,          NULL 
432,6,       Patient
438,12,          NULL 
450,6,         Agent
456,6,          NULL 
462,6,         Agent
468,2,          NULL 
470,6,       Patient
476,6,          NULL 
482,6,       Patient
488,2,          NULL 
490,6,         Agent
496,2,          NULL 
498,6,         Agent
504,4,          NULL 
508,6,         Agent
514,8,          NULL 
522,6,       Patient
528,6,         Agent
534,2,          NULL 
536,6,       Patient
542,2,          NULL 
544,6,       Patient
550,20,          NULL 
570,6,         Agent
576,6,       Patient
582,2,          NULL 
584,6,       Patient
590,2,          NULL 
592,6,         Agent
598,6,       Patient
604,6,       Patient
610,14,          NULL 
624,6,         Agent
630,6,         Agent
636,10,          NULL 
646,6,       Patient
652,4,          NULL 
656,6,       Patient
662,6,          NULL 
668,6,       Patient
674,2,          NULL 
676,6,         Agent
682,6,       Patient
688,4,          NULL 
692,6,       Patient
698,18,          NULL 
716,6,       Patient
722,4,          NULL 
726,6,         Agent
732,10,          NULL 
742,6,       Patient
748,4,          NULL 
752,6,         Agent
758,6,          NULL 
764,6,         Agent
770,6,          NULL 
776,6,         Agent
782,10,          NULL 
792,6,         Agent
798,4,          NULL 
802,6,       Patient
808,8,          NULL 
816,6,       Patient
822,6,          NULL 
828,6,       Patient
834,8,          NULL 
842,6,       Patient
848,6,       Patient
854,14,          NULL 
868,6,       Patient
874,4,          NULL 
878,6,       Patient
884,12,          NULL 
896,6,       Patient
902,20,          NULL 
922,6,         Agent
928,10,          NULL 
938,6,         Agent
944,2,          NULL 
946,6,         Agent
952,6,          NULL 
958,6,         Agent
964,12,          NULL 
976,6,         Agent
982,2,          NULL 
984,6,       Patient
990,18,          NULL 
1008,6,         Agent
1014,20,          NULL 
1034,6,       Patient
1040,18,          NULL 
1058,6,       Patient
1064,2,          NULL 
1066,6,         Agent
1072,4,          NULL 
1076,6,       Patient
1082,6,       Patient
1088,2,          NULL 
1090,6,       Patient
1096,8,          NULL 
1104,6,         Agent
1110,10,          NULL 
1120,6,       Patient
1126,6,          NULL 
1132,6,         Agent
1138,6,         Agent
1144,18,          NULL 
1162,6,         Agent
1168,2,          NULL 
1170,6,       Patient
1176,10,          NULL 
1186,6,       Patient
1192,6,         Agent
1198,18,          NULL 
1216,6,         Agent
1222,10,          NULL 
1232,6,       Patient
1238,4,          NULL 
1242,6,       Patient
1248,8,          NULL 
1256,6,       Patient
1262,6,          NULL 
1268,6,       Patient
1274,2,          NULL 
1276,6,       Patient
1282,12,          NULL 
1294,6,       Patient
1300,6,          NULL 
1306,6,         Agent
1312,6,       Patient
1318,6,          NULL 
1324,6,         Agent
1330,2,          NULL 
1332,6,         Agent
1338,8,          NULL 
1346,6,         Agent
1352,6,         Agent
1358,2,          NULL 
1360,6,       Patient
1366,12,          NULL 
1378,6,       Patient
1384,12,          NULL 
1396,6,       Patient
1402,2,          NULL 
1404,6,         Agent
1410,6,       Patient
1416,6,          NULL 
1422,6,         Agent
1428,2,          NULL 
1430,6,         Agent
1436,4,          NULL 
