0,6,         Agent
6,4,          NULL 
10,6,         Agent
16,6,       Patient
22,4,          NULL 
26,6,         Agent
32,6,          NULL 
38,6,         Agent
44,6,         Agent
50,4,          NULL 
54,6,       Patient
60,4,          NULL 
64,6,         Agent
70,18,          NULL 
88,6,         Agent
94,2,          NULL 
96,6,       Patient
102,2,          NULL 
104,6,       Patient
110,4,          NULL 
114,6,       Patient
120,6,         Agent
126,24,          NULL 
150,6,       Patient
156,2,          NULL 
158,6,         Agent
164,6,          NULL 
170,6,       Patient
176,6,       Patient
182,6,          NULL 
188,6,         Agent
194,12,          NULL 
206,6,         Agent
212,6,       Patient
218,6,          NULL 
224,6,         Agent
230,2,          NULL 
232,6,         Agent
238,8,          NULL 
246,6,         Agent
252,8,          NULL 
260,6,       Patient
266,6,       Patient
272,12,          NULL 
284,6,         Agent
290,6,         Agent
296,2,          NULL 
298,6,       Patient
304,6,          NULL 
310,6,         Agent
316,22,          NULL 
338,6,       Patient
344,2,          NULL 
346,6,       Patient
352,12,          NULL 
364,6,         Agent
370,14,          NULL 
384,6,       Patient
390,6,          NULL 
396,6,         Agent
402,4,          NULL 
406,6,       Patient
412,10,          NULL 
422,6,         Agent
428,4,          NULL 
432,6,       Patient
438,12,          NULL 
450,6,       Patient
456,12,          NULL 
468,6,         Agent
474,14,          NULL 
488,6,         Agent
494,2,          NULL 
496,6,       Patient
502,6,       Patient
508,8,          NULL 
516,6,       Patient
522,4,          NULL 
526,6,         Agent
532,6,         Agent
538,6,          NULL 
544,6,         Agent
550,16,          NULL 
566,6,       Patient
572,6,          NULL 
578,6,         Agent
584,18,          NULL 
602,6,         Agent
608,4,          NULL 
612,6,       Patient
618,6,          NULL 
624,6,       Patient
630,6,          NULL 
636,6,       Patient
642,10,          NULL 
652,6,         Agent
658,8,          NULL 
666,6,       Patient
672,12,          NULL 
684,6,         Agent
690,2,          NULL 
692,6,       Patient
698,2,          NULL 
700,6,       Patient
706,6,       Patient
712,6,         Agent
718,2,          NULL 
720,6,         Agent
726,8,          NULL 
734,6,         Agent
740,14,          NULL 
754,6,       Patient
760,4,          NULL 
764,6,       Patient
770,8,          NULL 
778,6,         Agent
784,6,       Patient
790,6,       Patient
796,2,          NULL 
798,6,       Patient
804,4,          NULL 
808,6,         Agent
814,16,          NULL 
830,6,       Patient
836,26,          NULL 
862,6,       Patient
868,4,          NULL 
872,6,         Agent
878,6,         Agent
884,14,          NULL 
898,6,         Agent
904,4,          NULL 
908,6,         Agent
914,6,          NULL 
920,6,         Agent
926,4,          NULL 
930,6,         Agent
936,6,          NULL 
942,6,       Patient
948,12,          NULL 
960,6,         Agent
966,6,       Patient
972,6,       Patient
978,8,          NULL 
986,6,       Patient
992,4,          NULL 
996,6,       Patient
1002,18,          NULL 
1020,6,       Patient
1026,2,          NULL 
1028,6,       Patient
1034,6,          NULL 
1040,6,         Agent
1046,6,       Patient
1052,8,          NULL 
1060,6,         Agent
1066,10,          NULL 
1076,6,       Patient
1082,4,          NULL 
1086,6,       Patient
1092,6,          NULL 
1098,6,       Patient
1104,4,          NULL 
1108,6,         Agent
1114,2,          NULL 
1116,6,       Patient
1122,6,          NULL 
1128,6,         Agent
1134,2,          NULL 
1136,6,         Agent
1142,12,          NULL 
1154,6,         Agent
1160,6,       Patient
1166,2,          NULL 
1168,6,         Agent
1174,6,       Patient
1180,6,          NULL 
1186,6,         Agent
1192,10,          NULL 
1202,6,       Patient
1208,6,         Agent
1214,8,          NULL 
1222,6,         Agent
1228,2,          NULL 
1230,6,         Agent
1236,8,          NULL 
1244,6,         Agent
1250,6,         Agent
1256,2,          NULL 
1258,6,       Patient
1264,6,       Patient
1270,2,          NULL 
1272,6,       Patient
1278,8,          NULL 
1286,6,       Patient
1292,4,          NULL 
1296,6,       Patient
1302,10,          NULL 
1312,6,         Agent
1318,10,          NULL 
1328,6,       Patient
1334,6,         Agent
1340,2,          NULL 
1342,6,         Agent
1348,16,          NULL 
1364,6,       Patient
1370,6,       Patient
1376,6,          NULL 
1382,6,       Patient
1388,16,          NULL 
1404,6,         Agent
1410,4,          NULL 
1414,6,         Agent
1420,8,          NULL 
1428,6,         Agent
1434,6,          NULL 
