0,6,         Agent
6,2,          NULL 
8,6,       Patient
14,4,          NULL 
18,6,         Agent
24,14,          NULL 
38,6,       Patient
44,2,          NULL 
46,6,       Patient
52,8,          NULL 
60,6,         Agent
66,6,       Patient
72,4,          NULL 
76,6,         Agent
82,4,          NULL 
86,6,         Agent
92,8,          NULL 
100,6,       Patient
106,12,          NULL 
118,6,       Patient
124,6,          NULL 
130,6,         Agent
136,6,          NULL 
142,6,         Agent
148,8,          NULL 
156,6,       Patient
162,4,          NULL 
166,6,       Patient
172,6,       Patient
178,6,          NULL 
184,6,         Agent
190,6,          NULL 
196,6,         Agent
202,4,          NULL 
206,6,         Agent
212,20,          NULL 
232,6,         Agent
238,6,          NULL 
244,6,       Patient
250,16,          NULL 
266,6,       Patient
272,6,       Patient
278,6,          NULL 
284,6,       Patient
290,14,          NULL 
304,6,       Patient
310,6,       Patient
316,6,          NULL 
322,6,         Agent
328,6,       Patient
334,4,          NULL 
338,6,         Agent
344,6,       Patient
350,6,       Patient
356,6,          NULL 
362,6,       Patient
368,4,          NULL 
372,6,       Patient
378,6,         Agent
384,6,          NULL 
390,6,         Agent
396,26,          NULL 
422,6,       Patient
428,6,          NULL 
434,6,         Agent
440,6,         Agent
446,10,          NULL 
456,6,       Patient
462,14,          NULL 
476,6,       Patient
482,2,          NULL 
484,6,         Agent
490,4,          NULL 
494,6,         Agent
500,8,          NULL 
508,6,         Agent
514,4,          NULL 
518,6,         Agent
524,10,          NULL 
534,6,       Patient
540,12,          NULL 
552,6,       Patient
558,6,          NULL 
564,6,         Agent
570,6,          NULL 
576,6,       Patient
582,4,          NULL 
586,6,       Patient
592,4,          NULL 
596,6,       Patient
602,2,          NULL 
604,6,         Agent
610,16,          NULL 
626,6,         Agent
632,8,          NULL 
640,6,       Patient
646,6,       Patient
652,6,         Agent
658,6,          NULL 
664,6,         Agent
670,2,          NULL 
672,6,         Agent
678,10,          NULL 
688,6,         Agent
694,6,         Agent
700,14,          NULL 
714,6,         Agent
720,2,          NULL 
722,6,       Patient
728,12,          NULL 
740,6,         Agent
746,12,          NULL 
758,6,         Agent
764,10,          NULL 
774,6,       Patient
780,2,          NULL 
782,6,       Patient
788,2,          NULL 
790,6,       Patient
796,4,          NULL 
800,6,       Patient
806,2,          NULL 
808,6,         Agent
814,6,         Agent
820,6,         Agent
826,2,          NULL 
828,6,         Agent
834,2,          NULL 
836,6,         Agent
842,8,          NULL 
850,6,         Agent
856,4,          NULL 
860,6,       Patient
866,4,          NULL 
870,6,         Agent
876,6,       Patient
882,6,          NULL 
888,6,         Agent
894,10,          NULL 
904,6,       Patient
910,2,          NULL 
912,6,         Agent
918,4,          NULL 
922,6,         Agent
928,6,          NULL 
934,6,       Patient
940,36,          NULL 
976,6,       Patient
982,8,          NULL 
990,6,         Agent
996,6,         Agent
1002,8,          NULL 
1010,6,         Agent
1016,10,          NULL 
1026,6,         Agent
1032,6,       Patient
1038,10,          NULL 
1048,6,         Agent
1054,2,          NULL 
1056,6,       Patient
1062,6,       Patient
1068,6,       Patient
1074,22,          NULL 
1096,6,       Patient
1102,2,          NULL 
1104,6,         Agent
1110,2,          NULL 
1112,6,         Agent
1118,2,          NULL 
1120,6,       Patient
1126,2,          NULL 
1128,6,         Agent
1134,6,          NULL 
1140,6,         Agent
1146,2,          NULL 
1148,6,         Agent
1154,4,          NULL 
1158,6,       Patient
1164,10,          NULL 
1174,6,         Agent
1180,18,          NULL 
1198,6,       Patient
1204,2,          NULL 
1206,6,       Patient
1212,6,          NULL 
1218,6,       Patient
1224,8,          NULL 
1232,6,       Patient
1238,6,         Agent
1244,2,          NULL 
1246,6,         Agent
1252,2,          NULL 
1254,6,       Patient
1260,6,          NULL 
1266,6,       Patient
1272,12,          NULL 
1284,6,         Agent
1290,8,          NULL 
1298,6,       Patient
1304,10,          NULL 
1314,6,       Patient
1320,6,       Patient
1326,8,          NULL 
1334,6,         Agent
1340,4,          NULL 
1344,6,         Agent
1350,6,          NULL 
1356,6,       Patient
1362,8,          NULL 
1370,6,         Agent
1376,2,          NULL 
1378,6,         Agent
1384,16,          NULL 
1400,6,       Patient
1406,2,          NULL 
1408,6,       Patient
1414,4,          NULL 
1418,6,       Patient
1424,16,          NULL 
