0,6,         Agent
6,2,          NULL 
8,6,         Agent
14,6,       Patient
20,6,       Patient
26,12,          NULL 
38,6,       Patient
44,8,          NULL 
52,6,         Agent
58,6,         Agent
64,2,          NULL 
66,6,       Patient
72,10,          NULL 
82,6,       Patient
88,6,         Agent
94,6,       Patient
100,4,          NULL 
104,6,         Agent
110,4,          NULL 
114,6,       Patient
120,8,          NULL 
128,6,       Patient
134,6,          NULL 
140,6,       Patient
146,8,          NULL 
154,6,       Patient
160,6,       Patient
166,8,          NULL 
174,6,         Agent
180,6,         Agent
186,8,          NULL 
194,6,       Patient
200,6,          NULL 
206,6,         Agent
212,10,          NULL 
222,6,       Patient
228,6,         Agent
234,2,          NULL 
236,6,       Patient
242,8,          NULL 
250,6,         Agent
256,4,          NULL 
260,6,         Agent
266,4,          NULL 
270,6,         Agent
276,4,          NULL 
280,6,         Agent
286,6,          NULL 
292,6,         Agent
298,4,          NULL 
302,6,         Agent
308,6,         Agent
314,16,          NULL 
330,6,         Agent
336,2,          NULL 
338,6,       Patient
344,6,         Agent
350,6,          NULL 
356,6,       Patient
362,4,          NULL 
366,6,       Patient
372,6,          NULL 
378,6,         Agent
384,18,          NULL 
402,6,       Patient
408,2,          NULL 
410,6,         Agent
416,2,          NULL 
418,6,       Patient
424,6,          NULL 
430,6,       Patient
436,2,          NULL 
438,6,         Agent
444,8,          NULL 
452,6,       Patient
458,2,          NULL 
460,6,         Agent
466,6,         Agent
472,8,          NULL 
480,6,       Patient
486,6,          NULL 
492,6,         Agent
498,4,          NULL 
502,6,         Agent
508,10,          NULL 
518,6,       Patient
524,12,          NULL 
536,6,         Agent
542,12,          NULL 
554,6,       Patient
560,8,          NULL 
568,6,       Patient
574,8,          NULL 
582,6,         Agent
588,6,          NULL 
594,6,         Agent
600,10,          NULL 
610,6,         Agent
616,2,          NULL 
618,6,         Agent
624,2,          NULL 
626,6,       Patient
632,10,          NULL 
642,6,         Agent
648,2,          NULL 
650,6,       Patient
656,14,          NULL 
670,6,         Agent
676,10,          NULL 
686,6,       Patient
692,10,          NULL 
702,6,       Patient
708,2,          NULL 
710,6,         Agent
716,8,          NULL 
724,6,         Agent
730,6,         Agent
736,18,          NULL 
754,6,         Agent
760,6,         Agent
766,16,          NULL 
782,6,         Agent
788,10,          NULL 
798,6,       Patient
804,20,          NULL 
824,6,       Patient
830,4,          NULL 
834,6,         Agent
840,6,          NULL 
846,6,         Agent
852,6,          NULL 
858,6,       Patient
864,6,          NULL 
870,6,         Agent
876,16,          NULL 
892,6,       Patient
898,6,          NULL 
904,6,       Patient
910,2,          NULL 
912,6,       Patient
918,4,          NULL 
922,6,       Patient
928,2,          NULL 
930,6,       Patient
936,6,         Agent
942,14,          NULL 
956,6,         Agent
962,6,         Agent
968,12,          NULL 
980,6,       Patient
986,4,          NULL 
990,6,         Agent
996,2,          NULL 
998,6,       Patient
1004,6,       Patient
1010,6,       Patient
1016,16,          NULL 
1032,6,         Agent
1038,6,         Agent
1044,20,          NULL 
1064,6,         Agent
1070,4,          NULL 
1074,6,       Patient
1080,6,         Agent
1086,8,          NULL 
1094,6,         Agent
1100,4,          NULL 
1104,6,       Patient
1110,6,          NULL 
1116,6,       Patient
1122,4,          NULL 
1126,6,         Agent
1132,8,          NULL 
1140,6,       Patient
1146,6,          NULL 
1152,6,       Patient
1158,14,          NULL 
1172,6,         Agent
1178,4,          NULL 
1182,6,       Patient
1188,22,          NULL 
1210,6,         Agent
1216,4,          NULL 
1220,6,       Patient
1226,12,          NULL 
1238,6,       Patient
1244,6,         Agent
1250,14,          NULL 
1264,6,         Agent
1270,6,       Patient
1276,6,          NULL 
1282,6,       Patient
1288,2,          NULL 
1290,6,       Patient
1296,2,          NULL 
1298,6,         Agent
1304,6,       Patient
1310,6,          NULL 
1316,6,         Agent
1322,10,          NULL 
1332,6,       Patient
1338,6,          NULL 
1344,6,         Agent
1350,6,          NULL 
1356,6,       Patient
1362,4,          NULL 
1366,6,       Patient
1372,6,          NULL 
1378,6,       Patient
1384,4,          NULL 
1388,6,         Agent
1394,6,          NULL 
1400,6,       Patient
1406,12,          NULL 
1418,6,       Patient
1424,10,          NULL 
1434,6,       Patient
