SubjID,Run,Order,Onset,Duration,Condition,Flip,Sentence,AgentName,AgentShape,PatientName,PatientShape
reference,1,A,0,0.6,Agent,1,Kyle Square is being rolled by Melissa Oval. (Agent highlight),,,,
reference,1,A,0.230000000000018,0.6,Agent,1,Melissa Oval is being balanced by Lily Triangle. (Agent highlight),,,,
reference,1,A,0.460000000000036,0.6,NULL ,N/A,N/A,N/A,N/A,N/A,N/A
reference,1,A,0.460000000000036,0.6,Patient,0,Melissa Oval is shaking Kyle Square. (Patient highlight),,,,
reference,1,A,0.690000000000055,0.6,Agent,1,Melissa Oval is being shaken by Lily Triangle. (Agent highlight),,,,
reference,1,A,0.920000000000073,0.6,NULL ,N/A,N/A,N/A,N/A,N/A,N/A
reference,1,A,0.920000000000073,0.6,Agent,1,Kyle Square is being stopped by Lily Triangle. (Agent highlight),,,,
reference,1,A,1.15000000000009,1,NULL ,N/A,N/A,N/A,N/A,N/A,N/A
reference,1,A,1.15000000000009,0.6,Patient,0,Lily Triangle is bouncing Zach Star. (Patient highlight),,,,
reference,1,A,1.38000000000011,0.8,NULL ,N/A,N/A,N/A,N/A,N/A,N/A
reference,1,A,1.38000000000011,0.6,Patient,0,Kyle Square is balancing Lily Triangle. (Patient highlight),,,,
reference,1,A,1.61000000000013,0.8,NULL ,N/A,N/A,N/A,N/A,N/A,N/A
reference,1,A,1.61000000000013,0.6,Agent,1,Kyle Square is being balanced by Zach Star. (Agent highlight),,,,
reference,1,A,1.84000000000015,1.8,NULL ,N/A,N/A,N/A,N/A,N/A,N/A
reference,1,A,1.84000000000015,0.6,Agent,1,Zach Star is being rolled by Kyle Square. (Agent highlight),,,,
reference,1,A,2.07000000000016,0.6,NULL ,N/A,N/A,N/A,N/A,N/A,N/A
reference,1,A,2.07000000000016,0.6,Patient,0,Lily Triangle is bouncing Kyle Square. (Patient highlight),,,,
reference,1,A,2.30000000000018,0.6,Patient,1,Melissa Oval is being balanced by Lily Triangle. (Patient highlight),,,,
reference,1,A,2.5300000000002,0.6,Patient,1,Zach Star is being stopped by Melissa Oval. (Patient highlight),,,,
reference,1,A,2.76000000000022,0.6,Agent,1,Zach Star is being rolled by Melissa Oval. (Agent highlight),,,,
reference,1,A,2.99000000000024,1.6,NULL ,N/A,N/A,N/A,N/A,N/A,N/A
reference,1,A,2.99000000000024,0.6,Agent,0,Kyle Square is stopping Zach Star. (Agent highlight),,,,
reference,1,A,3.22000000000025,0.4,NULL ,N/A,N/A,N/A,N/A,N/A,N/A
reference,1,A,3.22000000000025,0.6,Agent,0,Kyle Square is rolling Melissa Oval. (Agent highlight),,,,
reference,1,A,3.45000000000027,0.6,NULL ,N/A,N/A,N/A,N/A,N/A,N/A
reference,1,A,3.45000000000027,0.6,Agent,1,Kyle Square is being balanced by Melissa Oval. (Agent highlight),,,,
reference,1,A,3.68000000000029,0.2,NULL ,N/A,N/A,N/A,N/A,N/A,N/A
reference,1,A,3.68000000000029,0.6,Patient,0,Lily Triangle is rolling Melissa Oval. (Patient highlight),,,,
reference,1,A,3.91000000000031,0.8,NULL ,N/A,N/A,N/A,N/A,N/A,N/A
reference,1,A,3.91000000000031,0.6,Patient,0,Kyle Square is rolling Lily Triangle. (Patient highlight),,,,
reference,1,A,4.14000000000033,2,NULL ,N/A,N/A,N/A,N/A,N/A,N/A
