SubjID,Run,Order,ItemNumber,Onset,Duration,Condition,Flip,Sentence,AgentName,AgentShape,PatientName,PatientShape
reference,2,E,46,0,0.12,Agent,0,Melissa Oval is stopping Kyle Square.,Melissa,Oval,Kyle,Square
reference,2,E,N/A,0.12599999998929,0.08,NULL ,N/A,N/A,N/A,N/A,N/A,N/A
reference,2,E,35,0.205999999991036,0.12,Patient,1,Lily Triangle is being bounced by Zach Star.,Zach,Star,Lily,Triangle
reference,2,E,31,0.331999999980326,0.12,Agent,0,Zach Star is stopping Kyle Square.,Zach,Star,Kyle,Square
reference,2,E,14,0.457999999969616,0.12,Patient,0,Kyle Square is balancing Zach Star.,Kyle,Square,Zach,Star
reference,2,E,33,0.583999999958905,0.12,Patient,1,Melissa Oval is being stopped by Zach Star.,Zach,Star,Melissa,Oval
reference,2,E,N/A,0.709999999948195,0.32,NULL ,N/A,N/A,N/A,N/A,N/A,N/A
reference,2,E,56,1.02999999995518,0.12,Agent,0,Melissa Oval is shaking Lily Triangle.,Melissa,Oval,Lily,Triangle
reference,2,E,N/A,1.15599999994447,0.08,NULL ,N/A,N/A,N/A,N/A,N/A,N/A
reference,2,E,1,1.23599999994622,0.12,Patient,1,Lily Triangle is being stopped by Kyle Square.,Kyle,Square,Lily,Triangle
reference,2,E,N/A,1.36199999993551,0.08,NULL ,N/A,N/A,N/A,N/A,N/A,N/A
reference,2,E,2,1.44199999993725,0.12,Patient,0,Kyle Square is stopping Zach Star.,Kyle,Square,Zach,Star
reference,2,E,N/A,1.56799999992654,0.16,NULL ,N/A,N/A,N/A,N/A,N/A,N/A
reference,2,E,41,1.72799999993003,0.12,Agent,0,Zach Star is shaking Lily Triangle.,Zach,Star,Lily,Triangle
reference,2,E,N/A,1.85399999991932,0.28,NULL ,N/A,N/A,N/A,N/A,N/A,N/A
reference,2,E,15,2.13399999991816,0.12,Agent,1,Melissa Oval is being balanced by Kyle Square.,Kyle,Square,Melissa,Oval
reference,2,E,25,2.25999999990745,0.12,Agent,1,Kyle Square is being shaken by Lily Triangle.,Lily,Triangle,Kyle,Square
reference,2,E,N/A,2.38599999989674,0.04,NULL ,N/A,N/A,N/A,N/A,N/A,N/A
reference,2,E,11,2.42599999989034,0.12,Patient,1,Zach Star is being shaken by Kyle Square.,Kyle,Square,Zach,Star
reference,2,E,N/A,2.55199999987963,0.16,NULL ,N/A,N/A,N/A,N/A,N/A,N/A
reference,2,E,37,2.71199999988312,0.12,Patient,0,Zach Star is rolling Kyle Square.,Zach,Star,Kyle,Square
reference,2,E,12,2.83799999987241,0.12,Agent,0,Kyle Square is shaking Melissa Oval.,Kyle,Square,Melissa,Oval
reference,2,E,N/A,2.9639999998617,0.2,NULL ,N/A,N/A,N/A,N/A,N/A,N/A
reference,2,E,17,3.16399999985879,0.12,Patient,1,Zach Star is being stopped by Lily Triangle.,Lily,Triangle,Zach,Star
reference,2,E,N/A,3.28999999984808,0.12,NULL ,N/A,N/A,N/A,N/A,N/A,N/A
reference,2,E,13,3.40999999984342,0.12,Patient,0,Kyle Square is balancing Lily Triangle.,Kyle,Square,Lily,Triangle
reference,2,E,N/A,3.53599999983271,0.16,NULL ,N/A,N/A,N/A,N/A,N/A,N/A
reference,2,E,35,3.6959999998362,0.12,Agent,1,Lily Triangle is being bounced by Zach Star.,Zach,Star,Lily,Triangle
reference,2,E,N/A,3.82199999982549,0.2,NULL ,N/A,N/A,N/A,N/A,N/A,N/A
reference,2,E,48,4.02199999982258,0.12,Agent,1,Zach Star is being stopped by Melissa Oval.,Melissa,Oval,Zach,Star
reference,2,E,N/A,4.14799999981187,0.08,NULL ,N/A,N/A,N/A,N/A,N/A,N/A
reference,2,E,19,4.22799999981362,0.12,Patient,1,Kyle Square is being bounced by Lily Triangle.,Lily,Triangle,Kyle,Square
reference,2,E,N/A,4.35399999980291,0.32,NULL ,N/A,N/A,N/A,N/A,N/A,N/A
reference,2,E,7,4.67399999980989,0.12,Patient,1,Lily Triangle is being rolled by Kyle Square.,Kyle,Square,Lily,Triangle
reference,2,E,N/A,4.79999999979918,0.24,NULL ,N/A,N/A,N/A,N/A,N/A,N/A
reference,2,E,52,5.03999999980442,0.12,Patient,0,Melissa Oval is rolling Kyle Square.,Melissa,Oval,Kyle,Square
reference,2,E,N/A,5.16599999979371,0.04,NULL ,N/A,N/A,N/A,N/A,N/A,N/A
reference,2,E,23,5.20599999978731,0.12,Agent,1,Zach Star is being rolled by Lily Triangle.,Lily,Triangle,Zach,Star
reference,2,E,N/A,5.3319999997766,0.16,NULL ,N/A,N/A,N/A,N/A,N/A,N/A
reference,2,E,54,5.49199999978009,0.12,Agent,0,Melissa Oval is rolling Zach Star.,Melissa,Oval,Zach,Star
reference,2,E,N/A,5.61799999976938,0.04,NULL ,N/A,N/A,N/A,N/A,N/A,N/A
reference,2,E,55,5.65799999976298,0.12,Agent,0,Melissa Oval is shaking Kyle Square.,Melissa,Oval,Kyle,Square
reference,2,E,N/A,5.78399999975227,0.08,NULL ,N/A,N/A,N/A,N/A,N/A,N/A
reference,2,E,45,5.86399999975401,0.12,Patient,1,Melissa Oval is being balanced by Zach Star.,Zach,Star,Melissa,Oval
reference,2,E,N/A,5.9899999997433,0.28,NULL ,N/A,N/A,N/A,N/A,N/A,N/A
reference,2,E,39,6.26999999974214,0.12,Patient,1,Melissa Oval is being rolled by Zach Star.,Zach,Star,Melissa,Oval
reference,2,E,N/A,6.39599999973143,0.16,NULL ,N/A,N/A,N/A,N/A,N/A,N/A
reference,2,E,17,6.55599999973492,0.12,Agent,1,Zach Star is being stopped by Lily Triangle.,Lily,Triangle,Zach,Star
reference,2,E,N/A,6.68199999972421,0.24,NULL ,N/A,N/A,N/A,N/A,N/A,N/A
reference,2,E,40,6.92199999972945,0.12,Patient,1,Kyle Square is being shaken by Zach Star.,Zach,Star,Kyle,Square
reference,2,E,N/A,7.04799999971874,0.2,NULL ,N/A,N/A,N/A,N/A,N/A,N/A
reference,2,E,44,7.24799999971583,0.12,Agent,0,Zach Star is balancing Lily Triangle.,Zach,Star,Lily,Triangle
reference,2,E,N/A,7.37399999970512,0.08,NULL ,N/A,N/A,N/A,N/A,N/A,N/A
reference,2,E,53,7.45399999970687,0.12,Patient,1,Lily Triangle is being rolled by Melissa Oval.,Melissa,Oval,Lily,Triangle
reference,2,E,2,7.57999999969616,0.12,Agent,0,Kyle Square is stopping Zach Star.,Kyle,Square,Zach,Star
reference,2,E,N/A,7.70599999968545,0.08,NULL ,N/A,N/A,N/A,N/A,N/A,N/A
reference,2,E,47,7.78599999968719,0.12,Agent,1,Lily Triangle is being stopped by Melissa Oval.,Melissa,Oval,Lily,Triangle
reference,2,E,8,7.91199999967648,0.12,Patient,1,Zach Star is being rolled by Kyle Square.,Kyle,Square,Zach,Star
reference,2,E,N/A,8.03799999966577,0.12,NULL ,N/A,N/A,N/A,N/A,N/A,N/A
reference,2,E,14,8.15799999966111,0.12,Agent,0,Kyle Square is balancing Zach Star.,Kyle,Square,Zach,Star
reference,2,E,N/A,8.2839999996504,0.08,NULL ,N/A,N/A,N/A,N/A,N/A,N/A
reference,2,E,27,8.36399999965215,0.12,Agent,0,Lily Triangle is shaking Melissa Oval.,Lily,Triangle,Melissa,Oval
reference,2,E,N/A,8.48999999964144,0.16,NULL ,N/A,N/A,N/A,N/A,N/A,N/A
reference,2,E,10,8.64999999964493,0.12,Agent,1,Lily Triangle is being shaken by Kyle Square.,Kyle,Square,Lily,Triangle
reference,2,E,N/A,8.77599999963422,0.04,NULL ,N/A,N/A,N/A,N/A,N/A,N/A
reference,2,E,38,8.81599999962782,0.12,Patient,1,Lily Triangle is being rolled by Zach Star.,Zach,Star,Lily,Triangle
reference,2,E,N/A,8.94199999961711,0.04,NULL ,N/A,N/A,N/A,N/A,N/A,N/A
reference,2,E,4,8.98199999961071,0.12,Patient,0,Kyle Square is bouncing Lily Triangle.,Kyle,Square,Lily,Triangle
reference,2,E,43,9.1079999996,0.12,Agent,1,Kyle Square is being balanced by Zach Star.,Zach,Star,Kyle,Square
reference,2,E,N/A,9.23399999958929,0.08,NULL ,N/A,N/A,N/A,N/A,N/A,N/A
reference,2,E,1,9.31399999959103,0.12,Agent,1,Lily Triangle is being stopped by Kyle Square.,Kyle,Square,Lily,Triangle
reference,2,E,N/A,9.43999999958032,0.2,NULL ,N/A,N/A,N/A,N/A,N/A,N/A
reference,2,E,8,9.63999999957741,0.12,Agent,1,Zach Star is being rolled by Kyle Square.,Kyle,Square,Zach,Star
reference,2,E,48,9.7659999995667,0.12,Patient,1,Zach Star is being stopped by Melissa Oval.,Melissa,Oval,Zach,Star
reference,2,E,N/A,9.89199999955599,0.52,NULL ,N/A,N/A,N/A,N/A,N/A,N/A
